date,microsensor_pm25_3_C1,microsensor_pm25_4_C1,microsensor_pm25_5_C1,hourofday,monthofyear,season,reference_pm25,temperature,humidity
2023-04-28 02:00:00,5.38133212128257,3.78697794338753,6.30055285345869,2,4,Spring,4.4,15.38,99.9
2023-04-28 03:00:00,5.26004817176556,3.75275545613713,6.3864891113432,3,4,Spring,4.4,14.5,99.9
2023-04-28 04:00:00,5.60012347529301,3.73280021661327,6.45444455853531,4,4,Spring,4.4,13.92,99.9
2023-04-28 05:00:00,5.24668945767097,3.71954868866218,6.57519424804729,5,4,Spring,4.5,14.16,99.9
2023-04-28 06:00:00,6.02301321632169,3.94751531185195,7.15896664046744,6,4,Spring,8.7,14.75,99.9
2023-04-28 07:00:00,7.03100748978495,4.82064356023957,8.78854120156941,7,4,Spring,8.0,16.81,99.9
2023-04-28 08:00:00,7.10460990595077,5.11546759297396,8.79562138235711,8,4,Spring,8.0,19.63,99.36
2023-04-28 09:00:00,5.6402091554267,4.73061161786902,6.68659965966771,9,4,Spring,7.3,24.36,92.24
2023-04-28 10:00:00,5.25416078884288,4.46484872829099,6.03459613178082,10,4,Spring,5.6,24.32,88.55
2023-04-28 11:00:00,4.52103148577409,4.23516254328332,5.03052475186356,11,4,Spring,5.1,29.52,76.89
2023-04-28 12:00:00,5.03999270787558,4.7774810536543,5.75884882978793,12,4,Spring,5.5,29.31,74.98
2023-04-28 13:00:00,5.14025294381278,4.87116812634218,6.36697180375236,13,4,Spring,5.8,30.51,73.17
2023-04-28 14:00:00,4.98897427494986,4.71502469148444,5.9352761332233,14,4,Spring,6.2,30.87,72.79
2023-04-28 15:00:00,5.2294327483605,4.8214127152983,6.00480886003496,15,4,Spring,5.9,28.67,76.34
2023-04-28 16:00:00,5.91684963779355,4.75046272364424,6.39895918208628,16,4,Spring,5.6,26.0,82.88
2023-04-28 17:00:00,5.69266257828093,4.82644077416758,6.66221639632437,17,4,Spring,5.6,24.6,86.6
2023-04-28 18:00:00,5.88999611573306,4.78953249594986,6.67085826834495,18,4,Spring,5.6,23.61,89.93
2023-04-28 19:00:00,6.58094226683525,4.97207517739271,7.53974508982969,19,4,Spring,6.2,22.57,92.02
2023-04-28 20:00:00,6.73921243342341,5.37479953308389,7.9616601376156,20,4,Spring,8.3,22.03,93.22
2023-04-28 21:00:00,7.49406459026436,5.21280653135744,9.04768045613033,21,4,Spring,7.7,19.82,99.48
2023-04-28 22:00:00,8.57372715132405,5.73108231470837,10.8490930761769,22,4,Spring,6.3,18.62,99.9
2023-04-28 23:00:00,8.76737934691231,5.6256326664396,10.2901528487318,23,4,Spring,6.0,17.99,99.9
2023-04-29 00:00:00,8.7914894673216,6.08681404582808,11.077621360413,0,4,Spring,6.1,17.46,99.9
2023-04-29 01:00:00,7.14998525385565,4.89521668343286,8.5165531156764,1,4,Spring,5.4,17.41,99.9
2023-04-29 02:00:00,6.07545914606112,4.46030129483493,7.28730095849595,2,4,Spring,4.7,17.27,99.9
2023-04-29 03:00:00,6.38310047118208,4.50667734826861,7.72507840433582,3,4,Spring,4.7,17.05,99.9
2023-04-29 04:00:00,6.84406979663418,4.50679054321649,8.21363116204888,4,4,Spring,5.1,16.23,99.9
2023-04-29 05:00:00,5.17103277923255,3.65556951516094,5.8780143279547,5,4,Spring,3.8,15.8,99.9
2023-04-29 06:00:00,6.44318615447036,4.137919471751,7.58744592039637,6,4,Spring,4.1,15.94,99.9
2023-04-29 07:00:00,6.66840501701269,4.39466477246544,8.36836312045672,7,4,Spring,4.3,16.78,99.9
2023-04-29 08:00:00,9.38824670111192,6.01427909912385,11.5236487228769,8,4,Spring,5.7,17.73,99.9
2023-04-29 09:00:00,7.74029678316252,5.63995105932237,9.37042746858356,9,4,Spring,6.3,20.54,99.9
2023-04-29 10:00:00,4.82429912489674,3.83282919997062,5.14587539174325,10,4,Spring,3.3,22.42,99.9
2023-04-29 11:00:00,6.88021762809058,5.16026139203281,8.03984356839471,11,4,Spring,5.3,20.35,99.9
2023-04-29 12:00:00,5.52715291305703,4.53927340575054,6.77025842231533,12,4,Spring,4.1,22.0,99.9
2023-04-29 13:00:00,5.17697599214392,4.32040578470668,5.82737640186141,13,4,Spring,3.6,22.54,99.9
2023-04-29 14:00:00,5.09636869837919,4.299349154024,5.63989311915519,14,4,Spring,3.5,22.94,99.9
2023-04-29 15:00:00,4.89065801277978,3.84836987844913,5.02267896372631,15,4,Spring,3.0,22.49,99.9
2023-04-29 16:00:00,5.01644384515248,4.0600969048425,6.01509848134013,16,4,Spring,3.7,22.16,99.9
2023-04-29 17:00:00,3.96358916790215,3.20292950283022,4.11397496134344,17,4,Spring,2.6,20.14,99.9
2023-04-29 18:00:00,4.58855996819993,3.40180344567106,4.68191164022473,18,4,Spring,2.9,18.28,99.9
2023-04-29 19:00:00,5.80237946635958,4.11468381070123,6.62850732901709,19,4,Spring,3.5,17.61,99.9
2023-04-29 20:00:00,6.46741101152368,4.49617124649361,7.99220812558187,20,4,Spring,4.1,17.5,99.9
2023-04-29 21:00:00,8.08993815580869,5.62378867399856,9.69242569772945,21,4,Spring,5.4,17.39,99.9
2023-04-29 22:00:00,8.58034984983119,6.04223503688209,10.4944828380132,22,4,Spring,6.2,16.9,99.9
2023-04-29 23:00:00,8.4165887484962,5.72005937525112,10.7358357982255,23,4,Spring,6.3,16.18,99.9
2023-04-30 00:00:00,7.96932712658685,5.44584092559753,9.73186084907873,0,4,Spring,6.9,15.53,99.9
2023-04-30 01:00:00,7.39127419639181,4.81946533682957,9.37052256247766,1,4,Spring,5.9,15.21,99.9
2023-04-30 02:00:00,6.55182315850197,4.58479874234522,8.3497283284076,2,4,Spring,5.4,15.48,99.9
2023-04-30 03:00:00,6.24768730117836,4.30380925179082,7.59978514983939,3,4,Spring,5.1,15.47,99.9
2023-04-30 04:00:00,6.29313547225329,4.11869110652015,7.64400407302084,4,4,Spring,5.0,15.13,99.9
2023-04-30 05:00:00,7.87047367959997,5.17703996419835,9.49925596662412,5,4,Spring,5.8,14.52,99.9
2023-04-30 06:00:00,8.32498915996662,5.23192831355095,10.8158412573512,6,4,Spring,6.6,14.22,99.9
2023-04-30 07:00:00,9.15739887362215,5.8346209681709,11.9947964842368,7,4,Spring,7.3,14.64,99.9
2023-04-30 08:00:00,9.65977011723986,6.42118044957481,13.5767004844136,8,4,Spring,7.8,14.68,99.9
2023-04-30 09:00:00,9.25485627992527,6.31071821141018,13.1510853158531,9,4,Spring,7.7,15.76,99.9
2023-04-30 10:00:00,10.0731069779301,7.09780309702304,14.0037601308295,10,4,Spring,8.3,15.85,99.9
2023-04-30 11:00:00,10.7424826866054,6.93045335369296,14.7150232816806,11,4,Spring,9.0,15.03,99.9
2023-04-30 12:00:00,11.8795134305063,8.79163477455979,16.9081031924174,12,4,Spring,10.1,14.84,99.9
2023-04-30 13:00:00,13.6121747643342,8.8155062647199,18.9651324740367,13,4,Spring,11.3,15.03,99.9
2023-04-30 14:00:00,13.850461308166,9.32157166106315,19.0752033793153,14,4,Spring,11.7,15.08,99.9
2023-04-30 15:00:00,12.4268254804133,8.03517768350656,16.1296275460749,15,4,Spring,10.5,15.74,99.9
2023-04-30 16:00:00,13.2996751060024,7.7073916750884,15.9529352133258,16,4,Spring,10.5,16.06,99.9
2023-04-30 17:00:00,13.2365749010172,8.17704759258324,16.4210283452697,17,4,Spring,10.3,15.86,99.9
2023-04-30 18:00:00,13.9944182903149,8.26277258491852,16.3995911583165,18,4,Spring,10.9,16.81,99.9
2023-04-30 19:00:00,14.7605177411306,9.27531414761779,17.9256257572907,19,4,Spring,11.5,15.6,99.9
2023-04-30 20:00:00,16.4009591021879,10.7274959548363,19.9327065133564,20,4,Spring,12.4,14.89,99.9
2023-04-30 21:00:00,17.2950398700034,10.9050398582124,20.1347535440251,21,4,Spring,12.8,14.38,99.9
2023-04-30 22:00:00,18.3952755650378,10.8886286940552,21.0547729886113,22,4,Spring,13.4,13.99,99.9
2023-04-30 23:00:00,18.429202197088,11.2461208860709,21.5300202363608,23,4,Spring,14.1,13.83,99.9
2023-05-01 00:00:00,18.8885792377027,12.2081294051384,21.8485968023058,0,5,Spring,14.9,13.94,99.9
2023-05-01 01:00:00,18.6768212274891,12.0463430615571,21.9959392249466,1,5,Spring,14.6,13.99,99.9
2023-05-01 02:00:00,20.5724493973862,12.7988516136583,23.2240457491635,2,5,Spring,15.0,14.03,99.9
2023-05-01 03:00:00,22.8674536840238,12.7431355073206,24.3215651903228,3,5,Spring,16.7,13.7,99.9
2023-05-01 04:00:00,22.69155954429,12.7725645122156,24.2687407789524,4,5,Spring,16.3,13.44,99.9
2023-05-01 05:00:00,23.3187078751508,13.8319448624296,24.0512996746267,5,5,Spring,17.2,13.51,99.9
2023-05-01 06:00:00,18.6333316365426,11.4464606395623,20.5620213856574,6,5,Spring,14.5,13.58,99.9
2023-05-01 07:00:00,13.326108830851,8.26378958992535,15.7121411060027,7,5,Spring,10.6,13.88,99.9
2023-05-01 08:00:00,11.3544471890818,6.84189750921069,12.6332963016727,8,5,Spring,8.3,14.74,99.9
2023-05-01 09:00:00,10.738209292532,6.76625362451318,11.8082349590888,9,5,Spring,8.0,14.89,99.9
2023-05-01 10:00:00,7.82177672926469,5.45870590926314,9.48826525467622,10,5,Spring,6.4,13.99,99.9
2023-05-01 11:00:00,6.93388104297129,4.70141077223421,8.29034648292188,11,5,Spring,5.0,14.18,99.9
2023-05-01 12:00:00,8.03708824974822,5.76952867769267,8.61604153949026,12,5,Spring,6.1,20.3,99.9
2023-05-01 13:00:00,10.1132470727907,6.31534561753008,11.0406863071412,13,5,Spring,7.9,18.06,99.9
2023-05-01 14:00:00,8.69558111313532,5.73976879677176,9.17230872667551,14,5,Spring,6.8,16.87,99.9
2023-05-01 15:00:00,4.92303509371633,3.97157275318299,6.12461135926427,15,5,Spring,3.8,14.94,99.9
2023-05-01 16:00:00,4.5200465397412,3.72453416435809,5.33016668514425,16,5,Spring,3.1,15.47,99.9
2023-05-01 17:00:00,5.55539103846315,4.16720084999083,6.60120774813692,17,5,Spring,3.9,15.07,99.9
2023-05-01 18:00:00,7.09805288113935,5.11943801569236,8.29622340882596,18,5,Spring,4.8,15.09,99.9
2023-05-01 19:00:00,6.15901508727833,4.15399961531054,7.126132243682,19,5,Spring,4.5,14.09,99.9
2023-05-01 20:00:00,6.90930626485138,4.90212011487801,8.1561210213058,20,5,Spring,4.9,13.29,99.9
2023-05-01 21:00:00,8.05110495687803,5.36995563191087,9.04637267968506,21,5,Spring,5.9,13.05,99.9
2023-05-01 22:00:00,7.15705541802776,4.78287502416521,8.38354456895149,22,5,Spring,5.5,12.74,99.9
2023-05-01 23:00:00,7.60182231648465,5.04316168788405,8.92407509438345,23,5,Spring,5.9,12.49,99.9
2023-05-02 00:00:00,6.86820679630163,6.28238607738253,7.40445337866823,0,5,Spring,4.8,12.13,99.9
2023-05-02 01:00:00,8.40767459490207,8.27445292258729,9.76321497977163,1,5,Spring,6.7,12.04,99.9
2023-05-02 02:00:00,7.62311068468962,7.54192366836993,8.59813611078367,2,5,Spring,6.2,11.68,99.9
2023-05-02 03:00:00,6.60034728579721,6.65908023402311,7.72152314376244,3,5,Spring,5.2,11.24,99.9
2023-05-02 04:00:00,6.19781340614675,6.36813873324671,7.42715790872671,4,5,Spring,4.7,10.97,99.9
2023-05-02 05:00:00,6.61689414954007,6.62936652416255,7.59485016850604,5,5,Spring,4.5,11.39,99.9
2023-05-02 06:00:00,6.72458742938473,7.22806043744869,7.90525979601806,6,5,Spring,4.8,11.67,99.9
2023-05-02 07:00:00,7.18627840522812,7.07962826003217,8.08637089540529,7,5,Spring,5.1,13.04,99.9
2023-05-02 08:00:00,7.88145871426623,7.5087536411211,8.70692902513499,8,5,Spring,5.9,14.98,99.9
2023-05-02 09:00:00,7.76838885106521,7.18859761016519,8.46471267472944,9,5,Spring,6.3,18.43,99.9
2023-05-02 10:00:00,8.09163085085222,7.11872119543412,8.81747374354595,10,5,Spring,6.9,16.23,99.9
2023-05-02 11:00:00,7.71500286514278,6.38121246755523,7.82305694564496,11,5,Spring,6.6,20.53,98.32
2023-05-02 12:00:00,6.84803179345047,5.77725941901455,7.34533021449286,12,5,Spring,6.3,24.37,91.26
2023-05-02 13:00:00,6.8367472943791,5.07693630443442,7.16851974986255,13,5,Spring,5.9,21.75,91.22
2023-05-02 14:00:00,6.03420446775936,4.93910026197722,6.53591397993309,14,5,Spring,5.3,21.82,90.52
2023-05-02 15:00:00,6.44457043585219,5.1282124375442,6.79184403916046,15,5,Spring,5.6,22.91,89.65
2023-05-02 16:00:00,4.9750061209288,4.22476145427181,5.09606878418002,16,5,Spring,3.7,24.09,77.81
2023-05-02 17:00:00,4.47154699799224,3.99632465272267,5.08579555787281,17,5,Spring,3.3,23.12,75.82
2023-05-02 18:00:00,4.55136026293914,3.73500000582728,5.04517954303422,18,5,Spring,3.3,21.33,77.07
2023-05-02 19:00:00,5.1982653911555,4.11231135382063,5.4537329846184,19,5,Spring,3.9,19.78,81.0
2023-05-02 20:00:00,5.33141030683636,4.27568534077028,6.11033175495385,20,5,Spring,4.6,18.29,84.67
2023-05-02 21:00:00,5.72301402463025,4.21713070732865,6.31917486600426,21,5,Spring,4.8,17.55,85.8
2023-05-02 22:00:00,6.12254368411503,4.60534065887666,7.14371813115129,22,5,Spring,5.5,16.68,90.71
2023-05-02 23:00:00,6.76063695682682,4.48324675204722,7.81785318015242,23,5,Spring,6.0,15.61,93.87
2023-05-03 00:00:00,6.8110275102429,4.45137553987396,8.31758068308784,0,5,Spring,6.1,13.87,99.33
2023-05-03 01:00:00,6.83758091529959,4.45556083889087,8.3356140855207,1,5,Spring,6.3,12.5,99.9
2023-05-03 02:00:00,7.03009554671557,4.4863890456093,8.64395132689606,2,5,Spring,6.3,11.61,99.9
2023-05-03 03:00:00,7.13308350330631,6.80531069279879,8.65932036790793,3,5,Spring,6.4,10.84,99.9
2023-05-03 04:00:00,7.40544956546388,8.50586638436053,9.44162104547452,4,5,Spring,6.7,10.19,99.9
2023-05-03 05:00:00,7.68180173211571,8.92509996237668,9.80477461253972,5,5,Spring,7.3,9.66,99.9
2023-05-03 06:00:00,9.59740325729438,9.94885124745219,11.7355212150511,6,5,Spring,8.7,9.88,99.9
2023-05-03 07:00:00,10.0867287599039,10.1934930858005,12.3307701812715,7,5,Spring,9.7,11.92,99.9
2023-05-03 08:00:00,9.4054108074925,8.49432389637297,10.6541899902233,8,5,Spring,8.9,18.15,99.02
2023-05-03 09:00:00,8.3197606885292,7.23192847705751,8.79077721199432,9,5,Spring,8.1,27.23,80.96
2023-05-03 10:00:00,7.4767538400881,6.10853574788794,7.92794938562836,10,5,Spring,7.1,28.87,67.35
2023-05-03 11:00:00,6.64612383780632,6.08239911095389,7.65423729742458,11,5,Spring,6.6,32.25,60.57
2023-05-03 12:00:00,6.3070749492342,5.93725122697641,7.14673703902733,12,5,Spring,6.0,34.52,55.4
2023-05-03 13:00:00,6.55037501608247,6.10928447019943,7.50359033733793,13,5,Spring,6.3,33.66,55.19
2023-05-03 14:00:00,6.43572638390391,5.99741528813535,7.4211002279593,14,5,Spring,6.2,32.79,56.14
2023-05-03 15:00:00,6.33745735861351,5.73812858546366,6.89706748744787,15,5,Spring,5.5,31.31,57.14
2023-05-03 16:00:00,6.97406184926094,6.00878727019223,7.36521386897995,16,5,Spring,5.7,28.32,62.26
2023-05-03 17:00:00,7.23041116049857,5.91667349459639,7.65479370140946,17,5,Spring,6.1,26.12,66.7
2023-05-03 18:00:00,7.1543391585814,5.81508837205524,7.89494347742592,18,5,Spring,6.2,24.32,71.19
2023-05-03 19:00:00,6.12951684519739,5.17370645291143,7.16460867890703,19,5,Spring,6.0,22.42,75.93
2023-05-03 20:00:00,7.82081781422044,5.93147352348393,8.69243450573221,20,5,Spring,7.2,20.61,84.86
2023-05-03 21:00:00,8.12458843339963,5.82140886532368,8.81767464667574,21,5,Spring,7.4,18.88,91.94
2023-05-03 22:00:00,8.94078296405333,5.70411839904054,9.83144552290274,22,5,Spring,8.2,17.51,98.96
2023-05-03 23:00:00,8.70323250786953,5.7368353401963,10.3767866039593,23,5,Spring,8.4,16.45,99.9
2023-05-04 00:00:00,8.63817123596568,5.36632023637929,10.2137475176903,0,5,Spring,7.7,15.47,99.9
2023-05-04 01:00:00,8.78574219162618,5.89574493333699,10.2403210797004,1,5,Spring,7.9,14.71,99.9
2023-05-04 02:00:00,8.94426967760559,5.78556637386726,10.6646527636096,2,5,Spring,8.1,14.05,99.9
2023-05-04 03:00:00,9.2413653077509,6.97093980047461,10.7147224549219,3,5,Spring,8.2,13.31,99.9
2023-05-04 04:00:00,9.09338404383986,9.32860634148354,11.0755103219327,4,5,Spring,8.2,12.6,99.9
2023-05-04 05:00:00,9.25333926071728,9.47836121530892,11.1575716672459,5,5,Spring,8.5,12.23,99.9
2023-05-04 06:00:00,9.61632963860316,10.0766989387841,11.6790804395069,6,5,Spring,9.0,12.72,99.9
2023-05-04 07:00:00,9.88352489899138,9.86008622897259,11.6248575430834,7,5,Spring,9.3,14.77,99.9
2023-05-04 08:00:00,9.0364913806205,8.39352526918666,11.1815750516603,8,5,Spring,8.7,20.34,99.08
2023-05-04 09:00:00,8.21184640284354,7.79153833464169,9.60978722643042,9,5,Spring,8.4,28.78,83.56
2023-05-04 10:00:00,8.63399287487223,7.97869238594329,10.4863006403707,10,5,Spring,11.2,31.35,73.43
2023-05-04 11:00:00,7.04614283989546,6.64158606309642,8.35486428429699,11,5,Spring,7.6,34.26,63.48
2023-05-04 12:00:00,6.38728617964581,6.48215435007802,7.28086797584094,12,5,Spring,6.0,37.24,56.67
2023-05-04 13:00:00,5.93574167269187,5.50339932556697,6.7030849000572,13,5,Spring,5.7,36.5,54.6
2023-05-04 14:00:00,5.31811150755175,5.13242945890298,5.98390967666173,14,5,Spring,5.0,34.2,55.41
2023-05-04 15:00:00,5.04011362450258,5.1792957835595,5.87270405590309,15,5,Spring,4.7,32.67,56.21
2023-05-04 16:00:00,5.05600411280741,4.82857338585922,5.60401915557752,16,5,Spring,4.6,29.67,58.68
2023-05-04 17:00:00,5.16817982918205,4.75550492080166,5.55216224021952,17,5,Spring,4.3,27.9,60.99
2023-05-04 18:00:00,5.24356461356289,4.57858725060564,5.73074477975705,18,5,Spring,4.2,25.78,63.55
2023-05-04 19:00:00,4.81819691615691,4.20058639913304,5.56552970525734,19,5,Spring,4.5,24.17,66.21
2023-05-04 20:00:00,4.60337543118307,4.03651570520025,5.0558625213899,20,5,Spring,4.6,22.7,68.55
2023-05-04 21:00:00,4.60047761160412,3.92059542895523,5.31195585306958,21,5,Spring,4.2,21.6,71.75
2023-05-04 22:00:00,5.08597399029943,4.03095635563824,5.27527400052462,22,5,Spring,4.5,20.24,77.24
2023-05-04 23:00:00,4.90505935981144,3.90040220408667,5.5021661464153,23,5,Spring,4.4,19.14,82.06
2023-05-05 00:00:00,5.67160098159868,4.15088984103981,5.91256537884688,0,5,Spring,5.2,17.73,90.52
2023-05-05 01:00:00,5.62461523592662,3.94063734958697,6.10266154574149,1,5,Spring,5.1,16.59,96.69
2023-05-05 02:00:00,5.23384653317646,3.69635362458004,5.86058704410183,2,5,Spring,4.7,15.68,99.9
2023-05-05 03:00:00,5.66474380963439,3.91458813254676,6.3244742503982,3,5,Spring,5.3,14.92,99.9
2023-05-05 04:00:00,5.41670130723492,3.66643648956595,6.15002544217693,4,5,Spring,4.9,14.19,99.9
2023-05-05 05:00:00,5.11456402732099,4.59399929724936,5.59190352475481,5,5,Spring,4.2,13.67,99.9
2023-05-05 06:00:00,5.7794859918835,5.64456808677658,6.51527545131861,6,5,Spring,5.5,14.23,99.9
2023-05-05 07:00:00,7.60994398938759,7.31840652443988,9.10660746899631,7,5,Spring,7.5,16.36,99.9
2023-05-05 08:00:00,7.17095783004038,6.3608637089711,8.11044873999589,8,5,Spring,6.8,21.12,98.42
2023-05-05 09:00:00,6.45224338188851,5.69128750451909,7.37394069270954,9,5,Spring,6.5,26.48,82.52
2023-05-05 10:00:00,6.00371992290594,5.95057644078444,7.14455236888262,10,5,Spring,5.9,32.34,66.81
2023-05-05 11:00:00,5.8891361329668,5.89670126083767,6.83489797899066,11,5,Spring,5.8,33.72,59.86
2023-05-05 12:00:00,5.06426311711395,5.11801671478112,5.74918134866104,12,5,Spring,5.1,34.81,55.84
2023-05-05 13:00:00,5.08362137311808,4.98388288168311,5.58937139076626,13,5,Spring,4.7,33.72,56.54
2023-05-05 14:00:00,4.82748555744686,4.83468217073108,5.50758910886555,14,5,Spring,4.3,32.21,56.93
2023-05-05 15:00:00,4.74976239384154,4.63502903839129,5.37385772917763,15,5,Spring,4.3,31.11,58.52
2023-05-05 16:00:00,4.81135099608017,4.36727603154857,5.13597380117024,16,5,Spring,4.3,27.74,62.36
2023-05-05 17:00:00,4.72133161397107,4.41125911670346,4.96185778480073,17,5,Spring,4.0,27.19,63.21
2023-05-05 18:00:00,4.90371171296751,4.18053011447441,5.27462846303209,18,5,Spring,4.2,25.25,66.68
2023-05-05 19:00:00,4.9453064243093,4.53872095470557,5.6518445440209,19,5,Spring,4.7,24.17,69.96
2023-05-05 20:00:00,5.54310252049366,4.43940237096341,6.08666643676596,20,5,Spring,5.4,22.98,73.85
2023-05-05 21:00:00,5.65793187192447,4.55907394484834,6.68057504110188,21,5,Spring,5.8,22.07,78.54
2023-05-05 22:00:00,6.02901744192601,4.69183193516345,7.00813150802455,22,5,Spring,6.1,20.72,84.9
2023-05-05 23:00:00,5.61900918401356,4.1140959382233,6.74272385870729,23,5,Spring,5.7,19.54,89.88
2023-05-06 00:00:00,5.07465806045008,4.02404311487472,5.93391030023401,0,5,Spring,4.9,18.71,91.83
2023-05-06 01:00:00,5.91261528715499,4.40895233911871,6.92288068682537,1,5,Spring,5.8,17.68,97.89
2023-05-06 02:00:00,5.76121727457148,3.99702167514374,6.62068717225417,2,5,Spring,5.2,16.61,99.9
2023-05-06 03:00:00,5.9691600434383,4.3821496268125,6.90584671781218,3,5,Spring,5.4,15.74,99.9
2023-05-06 04:00:00,5.8640476369071,4.25101903832435,7.0453384600993,4,5,Spring,5.4,15.07,99.9
2023-05-06 05:00:00,5.50339546695796,4.82097803756414,6.31061048242005,5,5,Spring,4.9,14.42,99.9
2023-05-06 06:00:00,5.83236000612304,5.85799413508029,6.46480408258738,6,5,Spring,5.2,14.66,99.9
2023-05-06 07:00:00,6.63173749930667,6.28797442247923,7.55739144848586,7,5,Spring,5.7,16.82,99.9
2023-05-06 08:00:00,6.45425302224882,6.29327897612465,7.18663802081255,8,5,Spring,6.0,21.98,98.57
2023-05-06 09:00:00,6.04273902842124,5.81673173449202,7.19630753707691,9,5,Spring,5.6,30.55,78.07
2023-05-06 10:00:00,5.97287510713473,5.68769013710464,6.85390556280053,10,5,Spring,5.6,33.28,65.13
2023-05-06 11:00:00,5.90440382280149,5.88498536046599,6.82175674616014,11,5,Spring,5.8,35.72,59.55
2023-05-06 12:00:00,5.4650579908008,5.39296063497205,6.3971339641475,12,5,Spring,5.3,37.04,57.1
2023-05-06 13:00:00,5.68915962202662,5.7389523590005,6.55131234519986,13,5,Spring,5.2,36.96,55.81
2023-05-06 14:00:00,5.72148216174639,5.58160902203279,6.72156724222303,14,5,Spring,5.3,32.35,61.3
2023-05-06 15:00:00,6.09541768416576,5.95247076876221,6.85237694777653,15,5,Spring,5.3,28.08,69.23
2023-05-06 16:00:00,5.9161200825255,5.73718279890287,6.54164695103241,16,5,Spring,5.2,28.46,68.07
2023-05-06 17:00:00,5.98585825303787,5.71343547193936,6.93974940710173,17,5,Spring,5.3,27.88,70.24
2023-05-06 18:00:00,5.97003857597719,5.72242965923402,6.7517364139169,18,5,Spring,5.4,26.65,73.11
2023-05-06 19:00:00,6.06439544234216,5.76858459495935,6.90475656083531,19,5,Spring,6.0,25.13,75.65
2023-05-06 20:00:00,6.82988888700828,6.62474311689436,7.9633148890742,20,5,Spring,7.1,24.0,82.27
2023-05-06 21:00:00,7.55158247369092,7.25961434528393,9.01188370182191,21,5,Spring,7.8,22.74,87.44
2023-05-06 22:00:00,7.28772090685384,7.4159685185945,9.34340394185662,22,5,Spring,7.9,21.09,94.24
2023-05-06 23:00:00,5.38523212964952,5.58076248183391,6.25974019545122,23,5,Spring,6.0,20.64,91.26
2023-05-07 00:00:00,4.29674526583929,4.32985070007174,4.99520663895805,0,5,Spring,4.0,19.75,89.3
2023-05-07 01:00:00,4.07655513785962,4.06912434033947,4.66578358439298,1,5,Spring,3.6,18.96,88.67
2023-05-07 02:00:00,4.48458235461525,4.29463340398523,5.39644624121127,2,5,Spring,4.0,18.4,91.11
2023-05-07 03:00:00,6.01850229100053,5.93787777772532,7.21720032061804,3,5,Spring,5.4,17.23,98.33
2023-05-07 04:00:00,5.71311742340779,5.46413405262959,6.88377277261895,4,5,Spring,5.5,16.14,99.9
2023-05-07 05:00:00,5.0296408819686,5.30268973684697,6.36435964662228,5,5,Spring,4.7,15.45,99.9
2023-05-07 06:00:00,6.73688353183241,6.87536484897725,8.40763050891835,6,5,Spring,5.9,15.71,99.9
2023-05-07 07:00:00,7.15002094425482,6.85946276851885,8.83772416567617,7,5,Spring,6.8,16.96,99.9
2023-05-07 08:00:00,6.32148464116755,6.22856582333702,7.86340714536281,8,5,Spring,6.1,19.59,99.75
2023-05-07 09:00:00,5.99436142603694,5.90871072646622,7.39527191265645,9,5,Spring,5.7,20.67,99.46
2023-05-07 10:00:00,10.1206415491468,9.33513029397639,12.2623475023179,10,5,Spring,8.4,18.67,99.9
2023-05-07 11:00:00,6.12337867190585,6.40933676507592,8.06100114957999,11,5,Spring,6.6,18.17,99.9
2023-05-07 12:00:00,4.41684875571452,4.58480310961447,5.5542826114147,12,5,Spring,3.9,18.59,99.9
2023-05-07 13:00:00,4.37213488347764,4.46194473558679,5.57422062072435,13,5,Spring,3.9,18.98,99.9
2023-05-07 14:00:00,4.50929064242609,4.73465650749496,5.70756135074081,14,5,Spring,4.1,19.0,99.9
2023-05-07 15:00:00,4.64050025381524,4.90260188144281,5.87433151838292,15,5,Spring,3.7,18.5,99.9
2023-05-07 16:00:00,4.0996503205604,4.31767860390275,5.29381578090399,16,5,Spring,3.5,18.1,99.9
2023-05-07 17:00:00,3.35589894292842,3.55171899024861,4.10772231959215,17,5,Spring,2.0,18.16,99.9
2023-05-07 18:00:00,4.54571285881764,4.63324217449005,5.48951389145903,18,5,Spring,3.0,17.87,99.9
2023-05-07 19:00:00,5.15756908986391,5.53954430601987,6.43368972938933,19,5,Spring,4.2,17.5,99.9
2023-05-07 20:00:00,3.28951367184498,3.55521811913467,3.98298922972073,20,5,Spring,2.4,17.12,99.9
2023-05-07 21:00:00,2.84885382091389,3.05152920451858,3.35594121603457,21,5,Spring,1.4,16.47,99.9
2023-05-07 22:00:00,3.13540501499309,3.47212020589575,4.12104425799438,22,5,Spring,2.1,15.85,99.9
2023-05-07 23:00:00,3.47242499150792,3.74503005287964,4.24590937777579,23,5,Spring,2.7,15.76,99.9
2023-05-08 00:00:00,3.31205593228922,3.66480515945168,4.0849456178057,0,5,Spring,3.3,15.72,99.9
2023-05-08 01:00:00,5.6370731918686,5.40279823353228,6.91277151110708,1,5,Spring,3.7,15.41,99.9
2023-05-08 02:00:00,4.3081025491526,4.50213814166691,5.44401030387466,2,5,Spring,3.4,15.06,99.9
2023-05-08 03:00:00,4.46596998809421,4.91510458868147,5.90100015485953,3,5,Spring,3.8,14.77,99.9
2023-05-08 04:00:00,5.21588332148059,5.43639562146878,6.96713288105045,4,5,Spring,4.3,14.64,99.9
2023-05-08 05:00:00,4.96337657190843,4.97563079092285,6.41200909420538,5,5,Spring,4.2,14.68,99.9
